1;1;;;;;;Xsocket error
1;1;3;1;1;0.8829360008239746;559;success
1;1;6;1;1;2.1406829357147217;237;success
1;1;9;1;1;3.4315569400787354;279;success
1;1;3;1;1;4.692051887512207;233;success
1;1;4;1;1;5.952302932739258;239;success
1;1;2;1;1;7.218396902084351;235;success
1;1;7;1;1;8.518340826034546;284;success
1;1;6;1;1;9.738930940628052;194;success
1;1;4;1;1;11.191971778869629;432;success
1;1;6;1;1;12.483030796051025;264;success
1;1;4;1;1;13.683003902435303;183;success
1;1;5;1;1;14.932142972946167;239;success
1;1;4;1;1;16.202722787857056;238;success
1;1;8;1;1;17.442794799804688;231;success
1;1;3;1;1;18.692392826080322;209;success
1;1;3;1;1;19.944278955459595;225;success
1;1;8;1;1;21.199960947036743;235;success
1;1;7;1;1;22.510588884353638;298;success
1;1;2;1;1;23.832066774368286;293;success
1;1;8;1;1;25.06270694732666;209;success
1;1;2;1;1;26.324299812316895;252;success
1;1;2;1;1;27.574687957763672;240;success
1;1;4;1;1;28.798842906951904;199;success
1;1;3;1;1;30.063954830169678;239;success
1;1;2;1;1;31.299147844314575;214;success
1;1;3;1;1;32.532076835632324;213;success
1;1;6;1;1;33.712291955947876;153;success
1;1;8;1;1;34.91157793998718;188;success
1;1;3;1;1;36.15925979614258;215;success
1;1;1;1;1;37.43865394592285;259;success
1;1;5;1;1;38.68257999420166;230;success
1;1;3;1;1;39.89224696159363;200;success
1;1;9;1;1;41.1631817817688;260;success
1;1;9;1;1;42.42389392852783;243;success
1;1;7;1;1;43.63232183456421;200;success
1;1;2;1;1;44.81058192253113;167;success
1;1;9;1;1;46.01952290534973;180;success
1;1;8;1;1;47.282973766326904;250;success
1;1;8;1;1;48.53222990036011;232;success
1;1;6;1;1;49.71201181411743;160;success
1;1;1;1;1;50.923202991485596;198;success
1;1;4;1;1;52.17275381088257;228;success
1;1;7;1;1;53.4833607673645;297;success
1;1;1;1;1;54.679380893707275;179;success
1;1;6;1;1;55.83069682121277;142;success
1;1;6;1;1;57.08353590965271;229;success
1;1;5;1;1;58.402753829956055;310;success
1;1;5;1;1;59.6794228553772;259;success
1;1;4;1;1;60.89251184463501;189;success
1;1;7;1;1;62.091426849365234;188;success
1;1;9;1;1;63.398459911346436;272;success
1;1;5;1;1;64.64379382133484;219;success
1;1;9;1;1;65.87214279174805;220;success
1;1;9;1;1;67.11210489273071;189;success
1;1;3;1;1;68.38270998001099;244;success
1;1;5;1;1;69.63906598091125;239;success
1;1;8;1;1;70.89249897003174;228;success
1;1;1;1;1;72.15242981910706;227;success
1;1;7;1;1;73.45950293540955;264;success
1;1;1;1;1;74.63194394111633;159;success
1;1;6;1;1;75.83204698562622;186;success
1;1;9;1;1;77.11074876785278;231;success
1;1;1;1;1;78.25173091888428;127;success
1;1;9;1;1;79.47217583656311;187;success
1;1;1;1;1;80.62003684043884;117;success
1;1;9;1;1;81.98259782791138;354;success
1;1;1;1;1;83.35204792022705;333;success
1;1;8;1;1;84.52262997627258;129;success
1;1;5;1;1;85.75097799301147;207;success
1;1;2;1;1;86.91079378128052;138;success
1;1;7;1;1;88.09204578399658;167;success
1;1;4;1;1;89.39196586608887;258;success
1;1;4;1;1;90.6322009563446;205;success
1;1;3;1;1;91.87554097175598;223;success
1;1;7;1;1;93.07239985466003;173;success
1;1;9;1;1;94.33224678039551;229;success
1;1;8;1;1;95.4915418624878;127;success
1;1;2;1;1;96.65231800079346;133;success
1;1;3;1;1;97.87885689735413;195;success
1;1;7;1;1;99.06321287155151;160;success
1;1;5;1;1;100.25872683525085;168;success
1;1;6;1;1;101.4517297744751;179;success
1;1;8;1;1;102.73097896575928;252;success
1;1;8;1;1;103.97205185890198;208;success
1;1;1;1;1;105.24268984794617;232;success
1;1;8;1;1;106.46303987503052;198;success
1;1;3;1;1;107.6230058670044;151;success
1;1;2;1;1;108.78285598754883;150;success
1;1;3;1;1;110.10468697547913;299;success
1;1;9;1;1;111.44748497009277;324;success
1;1;7;1;1;112.67192387580872;209;success
1;1;8;1;1;113.95839476585388;253;success
1;1;1;1;1;115.2245819568634;240;success
1;1;3;1;1;116.60314297676086;364;success
1;1;2;1;1;117.7723228931427;140;success
1;1;9;1;1;119.08010292053223;279;success
1;1;6;1;1;120.43158078193665;328;success
1;1;1;1;1;121.7121148109436;240;success
1;1;9;1;1;122.95890593528748;235;success
1;1;9;1;1;124.29962491989136;316;success
1;1;7;1;1;125.542799949646;231;success
1;1;5;1;1;126.74366998672485;180;success
1;1;6;1;1;128.05159783363342;268;success
1;1;5;1;1;129.2190318107605;112;success
1;1;2;1;1;130.88373684883118;652;success
1;1;5;1;1;132.2429428100586;339;success
1;1;4;1;1;133.51087880134583;239;success
1;1;4;1;1;134.75846695899963;235;success
1;1;9;1;1;136.04261589050293;263;success
1;1;2;1;1;137.3714418411255;319;success
1;1;6;1;1;138.6516489982605;228;success
1;1;2;1;1;140.00241088867188;309;success
