1;1;a;1;1;0.2861518859863281;284;success
1;1;5;1;1;1.5329139232635498;245;success
1;1;9;1;1;2.8207790851593018;285;success
1;1;8;1;1;4.049515962600708;226;success
1;1;6;1;1;5.325508117675781;274;success
1;1;4;1;1;6.555463075637817;228;success
1;1;3;1;1;7.745500087738037;188;success
1;1;a;1;1;9.028923034667969;282;success
1;1;6;1;1;10.18684196472168;156;success
1;1;6;1;1;11.426990985870361;238;success
1;1;a;1;1;12.64729905128479;218;success
1;1;8;1;1;14.165870904922485;517;success
1;1;9;1;1;15.446135997772217;278;success
1;1;8;1;1;16.656857013702393;209;success
1;1;a;1;1;17.885174036026;226;success
1;1;2;1;1;19.091109037399292;204;success
1;1;6;1;1;20.300776958465576;207;success
1;1;a;1;1;21.509598970413208;207;success
1;1;9;1;1;22.809365034103394;298;success
1;1;2;1;1;24.08164691925049;270;success
1;1;8;1;1;25.279365062713623;196;success
1;1;4;1;1;26.550271034240723;269;success
1;1;9;1;1;28.175162076950073;623;success
1;1;8;1;1;29.390515089035034;214;success
1;1;3;1;1;30.611679077148438;219;success
1;1;2;1;1;31.82018208503723;207;success
1;1;7;1;1;33.00479292869568;183;success
1;1;2;1;1;34.17660188674927;170;success
1;1;7;1;1;35.36012005805969;182;success
1;1;4;1;1;36.533036947250366;171;success
1;1;7;1;1;37.725122928619385;190;success
1;1;6;1;1;38.90502691268921;178;success
1;1;6;1;1;40.02871894836426;122;success
1;1;6;1;1;41.134844064712524;104;success
1;1;a;1;1;42.362273931503296;226;success
1;1;2;1;1;43.54191708564758;178;success
1;1;9;1;1;44.79465389251709;251;success
1;1;3;1;1;45.96660494804382;170;success
1;1;6;1;1;47.25317907333374;285;success
1;1;6;1;1;48.49404311180115;239;success
1;1;2;1;1;49.784915924072266;289;success
1;1;9;1;1;51.024877071380615;238;success
1;1;5;1;1;52.15031409263611;123;success
1;1;7;1;1;53.34465503692627;192;success
1;1;5;1;1;54.516441106796265;170;success
1;1;5;1;1;55.63131809234619;113;success
1;1;5;1;1;56.75632905960083;124;success
1;1;6;1;1;57.98512601852417;227;success
1;1;5;1;1;59.11356711387634;126;success
1;1;2;1;1;60.27645492553711;161;success
1;1;2;1;1;61.39308500289917;115;success
1;1;4;1;1;62.52930998802185;134;success
1;1;9;1;1;63.768688917160034;237;success
1;1;a;1;1;64.98360800743103;213;success
1;1;2;1;1;66.13454699516296;150;success
1;1;a;1;1;67.34974002838135;213;success
1;1;a;1;1;68.4649019241333;113;success
1;1;6;1;1;69.72854495048523;262;success
1;1;8;1;1;70.8803870677948;150;success
1;1;a;1;1;72.08037090301514;197;success
1;1;3;1;1;73.33917593955994;257;success
1;1;3;1;1;74.5865170955658;246;success
1;1;7;1;1;75.71476101875305;126;success
1;1;3;1;1;76.9464819431305;230;success
1;1;4;1;1;78.14603900909424;197;success
1;1;4;1;1;79.26242208480835;114;success
1;1;2;1;1;80.37860608100891;114;success
1;1;9;1;1;81.52040100097656;139;success
1;1;6;1;1;82.72285389900208;200;success
1;1;8;1;1;83.87879800796509;154;success
1;1;7;1;1;85.08726596832275;207;success
1;1;2;1;1;86.37566304206848;287;success
1;1;a;1;1;87.61750507354736;240;success
1;1;8;1;1;88.78742098808289;168;success
1;1;7;1;1;89.99307489395142;204;success
1;1;4;1;1;91.17246699333191;177;success
1;1;6;1;1;92.38982391357422;215;success
1;1;a;1;1;93.61120390892029;219;success
1;1;7;1;1;94.73181891441345;119;success
1;1;a;1;1;95.97547006607056;242;success
1;1;6;1;1;97.12454295158386;147;success
1;1;7;1;1;98.34629511833191;220;success
1;1;6;1;1;99.48706007003784;139;success
1;1;7;1;1;100.71845698356628;229;success
1;1;3;1;1;101.8589301109314;139;success
1;1;8;1;1;103.02438592910767;164;success
1;1;7;1;1;104.330894947052;305;success
1;1;a;1;1;105.59162092208862;259;success
1;1;2;1;1;106.78320288658142;190;success
1;1;7;1;1;108.073322057724;289;success
1;1;4;1;1;109.17266392707825;97;success
1;1;7;1;1;110.44523406028748;270;success
1;1;3;1;1;111.6095519065857;162;success
1;1;2;1;1;112.90943694114685;298;success
1;1;4;1;1;114.17021989822388;259;success
1;1;6;1;1;115.37431001663208;202;success
1;1;3;1;1;116.48559808731079;109;success
1;1;3;1;1;117.72671008110046;239;success
1;1;9;1;1;118.94584703445435;217;success
1;1;3;1;1;120.21652388572693;270;success
